,Flight_ID,Source_Airport,Dest_Airport,Dep_Time,Arr_Time,Dep_Date,Arr_Date
95927,109339,21,11,9,3,97,98
96037,109449,21,1,9,11,97,97
96078,109490,21,11,9,10,97,97
96469,109881,21,19,9,24,97,97
96166,109578,22,5,9,21,97,97
96501,109913,22,30,9,4,97,98
96094,109506,23,9,9,16,97,97
96871,110283,23,2,9,12,97,97
96055,109467,25,14,9,6,97,98
96075,109487,25,27,9,21,97,97
96220,109632,25,6,9,20,97,97
96340,109752,25,10,9,17,97,97
96874,110286,25,1,9,13,97,97
96084,109496,26,3,9,14,97,97
96352,109764,26,11,9,24,97,97
96734,110146,26,10,9,14,97,97
96451,109863,28,14,9,15,97,97
96839,110251,28,1,9,11,97,97
96302,109714,29,19,9,14,97,97
96470,109882,29,18,9,3,97,98
96385,109797,1,17,10,13,97,97
96743,110155,2,15,10,19,97,97
96791,110203,2,25,10,7,97,98
96184,109596,3,15,10,22,97,97
96483,109895,4,3,10,3,97,98
96570,109982,4,16,10,3,97,98
96781,110193,5,6,10,17,97,97
95924,109336,6,16,10,12,97,97
96054,109466,6,4,10,2,97,98
96140,109552,6,30,10,9,97,98
96244,109656,6,7,10,9,97,98
96591,110003,7,10,10,20,97,97
96333,109745,11,9,10,14,97,97
96556,109968,11,10,10,16,97,97
96044,109456,12,22,10,11,97,97
96262,109674,13,25,10,13,97,97
96233,109645,14,11,10,22,97,97
96391,109803,14,9,10,19,97,97
96003,109415,16,28,10,24,97,97
96006,109418,17,20,10,11,97,97
96121,109533,17,20,10,24,97,97
96366,109778,17,25,10,12,97,97
96117,109529,18,4,10,12,97,97
96249,109661,18,22,10,16,97,97
95945,109357,19,10,10,2,97,98
96378,109790,19,23,10,2,97,98
96448,109860,19,26,10,12,97,97
96545,109957,19,18,10,3,97,98
96788,110200,19,10,10,20,97,97
96809,110221,19,24,10,8,97,98
96079,109491,20,19,10,17,97,97
96680,110092,20,3,10,13,97,97
96851,110263,20,2,10,13,97,97
96096,109508,21,17,10,20,97,97
96193,109605,21,30,10,19,97,97
96464,109876,21,4,10,6,97,98
96311,109723,22,14,10,8,97,98
96164,109576,24,27,10,22,97,97
96174,109586,24,13,10,6,97,98
96120,109532,25,12,10,11,97,97
96317,109729,25,14,10,22,97,97
96659,110071,25,3,10,13,97,97
96723,110135,25,20,10,6,97,98
95931,109343,26,5,10,24,97,97
96799,110211,26,17,10,23,97,97
95917,109329,27,20,10,14,97,97
96345,109757,27,30,10,13,97,97
96606,110018,27,8,10,9,97,98
96287,109699,28,27,10,11,97,97
96347,109759,28,14,10,20,97,97
96632,110044,28,18,10,3,97,98
96209,109621,29,7,10,19,97,97
96806,110218,29,2,10,7,97,98
96599,110011,30,28,10,11,97,97
96137,109549,2,9,11,10,97,98
96701,110113,2,4,11,14,97,97
96899,110311,2,28,11,8,97,98
96046,109458,3,24,11,10,97,98
96056,109468,3,27,11,19,97,97
96293,109705,3,1,11,1,97,98
96856,110268,3,17,11,17,97,97
95985,109397,4,18,11,3,97,98
96255,109667,4,17,11,12,97,97
96206,109618,5,27,11,6,97,98
96728,110140,5,20,11,1,97,98
96756,110168,5,14,11,4,97,98
95941,109353,6,22,11,8,97,98
96636,110048,6,9,11,2,97,98
96846,110258,6,23,11,21,97,97
96032,109444,7,3,11,10,97,98
96459,109871,9,25,11,5,97,98
96609,110021,9,14,11,17,97,97
96804,110216,9,8,11,14,97,97
96862,110274,10,11,11,13,97,97
96419,109831,11,28,11,15,97,97
95988,109400,12,1,11,16,97,97
96176,109588,13,25,11,19,97,97
96455,109867,13,9,11,2,97,98
96098,109510,14,9,11,21,97,97
96303,109715,14,17,11,4,97,98
96321,109733,14,21,11,10,97,98
96010,109422,16,23,11,24,97,97
96105,109517,16,1,11,19,97,97
96320,109732,16,28,11,12,97,97
96235,109647,17,15,11,6,97,98
96532,109944,17,2,11,21,97,97
95996,109408,18,5,11,1,97,98
96135,109547,18,30,11,1,97,98
96286,109698,18,29,11,7,97,98
96533,109945,18,11,11,17,97,97
96186,109598,19,26,11,15,97,97
96551,109963,19,6,11,24,97,97
96475,109887,20,30,11,10,97,98
96460,109872,24,1,11,7,97,98
96067,109479,25,19,11,3,97,98
96167,109579,25,7,11,12,97,97
96170,109582,27,16,11,19,97,97
95937,109349,1,30,12,10,97,98
96277,109689,1,27,12,22,97,97
96208,109620,2,29,12,3,97,98
96816,110228,2,1,12,17,97,97
96130,109542,3,15,12,7,97,98
96692,110104,3,8,12,2,97,98
96252,109664,5,30,12,5,97,98
96557,109969,5,24,12,3,97,98
96611,110023,5,22,12,22,97,97
96141,109553,6,27,12,9,97,98
96653,110065,6,18,12,8,97,98
95933,109345,7,21,12,11,97,98
96200,109612,7,30,12,16,97,97
96458,109870,7,12,12,20,97,97
96528,109940,7,22,12,5,97,98
96646,110058,7,24,12,8,97,98
96213,109625,8,26,12,23,97,97
96074,109486,9,11,12,16,97,97
96299,109711,9,25,12,24,97,97
96432,109844,9,28,12,5,97,98
96490,109902,9,19,12,1,97,98
96661,110073,9,1,12,19,97,97
96283,109695,10,26,12,5,97,98
96702,110114,10,3,12,8,97,98
96335,109747,12,24,12,21,97,97
96588,110000,13,27,12,11,97,98
96778,110190,13,8,12,4,97,98
96813,110225,13,14,12,16,97,97
96769,110181,14,13,12,6,97,98
95986,109398,16,6,12,3,97,98
96662,110074,16,13,12,19,97,97
96733,110145,16,30,12,10,97,98
96165,109577,17,19,12,2,97,98
96841,110253,18,17,12,17,97,97
96665,110077,19,17,12,4,97,98
96217,109629,21,8,12,19,97,97
96154,109566,23,5,12,16,97,97
96525,109937,24,21,12,14,97,97
96547,109959,24,27,12,15,97,97
95934,109346,25,26,12,5,97,98
96488,109900,26,10,12,19,97,97
96520,109932,26,21,12,3,97,98
96324,109736,27,10,12,19,97,97
96686,110098,27,8,12,18,97,97
95904,109316,28,6,12,3,97,98
96264,109676,28,27,12,13,97,97
96699,110111,28,3,12,9,97,98
96789,110201,29,21,12,10,97,98
95991,109403,30,1,12,2,97,98
96353,109765,30,27,12,11,97,98
95925,109337,1,8,13,2,97,98
96618,110030,1,21,13,16,97,97
96598,110010,2,17,13,4,97,98
96100,109512,3,21,13,23,97,97
96089,109501,4,17,13,9,97,98
96269,109681,4,8,13,3,97,98
96443,109855,4,27,13,8,97,98
96513,109925,4,30,13,18,97,97
96635,110047,4,17,13,10,97,98
96783,110195,5,21,13,1,97,98
96033,109445,6,22,13,7,97,98
95930,109342,7,16,13,15,97,97
96182,109594,7,14,13,15,97,97
96281,109693,7,5,13,18,97,97
96587,109999,10,27,13,16,97,97
96388,109800,11,22,13,16,97,97
96418,109830,11,21,13,22,97,97
96319,109731,13,7,13,20,97,97
96465,109877,13,7,13,4,97,98
96219,109631,15,9,13,1,97,98
96790,110202,16,28,13,21,97,97
96253,109665,17,16,13,2,97,98
96412,109824,17,25,13,1,97,98
96865,110277,18,2,13,5,97,98
96514,109926,20,28,13,6,97,98
96198,109610,21,4,13,4,97,98
96004,109416,22,27,13,23,97,97
96800,110212,23,3,13,21,97,97
96181,109593,24,28,13,14,97,97
96755,110167,24,21,13,19,97,97
96114,109526,25,2,13,14,97,97
96161,109573,25,30,13,21,97,97
96651,110063,25,5,13,3,97,98
96116,109528,26,24,13,17,97,97
96564,109976,26,15,13,7,97,98
96869,110281,27,24,13,8,97,98
96830,110242,29,12,13,6,97,98
95975,109387,1,29,14,15,97,97
96708,110120,2,7,14,17,97,97
96028,109440,3,30,14,1,97,98
96535,109947,4,29,14,2,97,98
96739,110151,4,20,14,3,97,98
95940,109352,7,27,14,13,97,98
96169,109581,7,27,14,13,97,98
96315,109727,7,19,14,16,97,97
96461,109873,7,20,14,21,97,97
95916,109328,9,7,14,5,97,98
96844,110256,9,15,14,13,97,98
96221,109633,10,12,14,10,97,98
96704,110116,10,24,14,16,97,97
96718,110130,11,15,14,16,97,97
95909,109321,12,28,14,3,97,98
96727,110139,12,16,14,24,97,97
96836,110248,13,7,14,4,97,98
95970,109382,14,25,14,13,97,98
96886,110298,14,24,14,12,97,98
96715,110127,15,27,14,6,97,98
95913,109325,16,25,14,12,97,98
96384,109796,16,19,14,17,97,97
96676,110088,16,6,14,15,97,97
96021,109433,17,21,14,21,97,97
96409,109821,17,16,14,12,97,98
96558,109970,18,17,14,6,97,98
96134,109546,19,23,14,22,97,97
96767,110179,21,18,14,6,97,98
96627,110039,25,7,14,6,97,98
96687,110099,25,29,14,4,97,98
96050,109462,26,22,14,18,97,97
96658,110070,26,2,14,15,97,97
96857,110269,26,30,14,5,97,98
96104,109516,27,14,14,23,97,97
96080,109492,28,11,14,12,97,98
96724,110136,29,17,14,13,97,98
96453,109865,30,29,14,18,97,97
96150,109562,1,25,15,17,97,97
96272,109684,1,17,15,1,97,98
96043,109455,2,15,15,4,97,98
96362,109774,2,18,15,7,97,98
96516,109928,5,8,15,18,97,97
96649,110061,5,7,15,21,97,97
96832,110244,5,12,15,23,97,97
96581,109993,6,27,15,20,97,97
96218,109630,7,23,15,23,97,97
96291,109703,7,3,15,6,97,98
96429,109841,7,20,15,2,97,98
96566,109978,8,12,15,10,97,98
96069,109481,9,22,15,16,97,97
96030,109442,10,9,15,7,97,98
96212,109624,10,16,15,5,97,98
96491,109903,10,15,15,20,97,97
96204,109616,11,12,15,19,97,97
96447,109859,12,14,15,2,97,98
96234,109646,13,7,15,8,97,98
96325,109737,13,19,15,17,97,97
96382,109794,13,25,15,12,97,98
96574,109986,13,7,15,5,97,98
96228,109640,15,9,15,12,97,98
95942,109354,16,19,15,10,97,98
96279,109691,16,9,15,2,97,98
96519,109931,16,6,15,18,97,97
96689,110101,16,9,15,22,97,97
96230,109642,18,19,15,1,97,98
96072,109484,20,17,15,11,97,98
96386,109798,21,5,15,18,97,97
96344,109756,24,23,15,10,97,98
96005,109417,26,16,15,16,97,97
96664,110076,26,25,15,9,97,98
96399,109811,27,13,15,16,97,97
96430,109842,27,25,15,22,97,97
96494,109906,27,12,15,3,97,98
96499,109911,27,8,15,11,97,98
96637,110049,27,28,15,24,97,97
96688,110100,27,26,15,17,97,97
96741,110153,28,20,15,12,97,98
96753,110165,29,17,15,5,97,98
95915,109327,30,22,15,12,97,98
96057,109469,30,28,15,4,97,98
96542,109954,30,15,15,12,97,98
96683,110095,30,3,15,5,97,98
96786,110198,30,20,15,18,97,97
95918,109330,1,8,16,22,97,97
96507,109919,2,18,16,4,97,98
96531,109943,2,9,16,3,97,98
96867,110279,2,1,16,5,97,98
96435,109847,3,11,16,17,97,97
96575,109987,3,29,16,18,97,97
96901,110313,4,29,16,22,97,97
96254,109666,5,3,16,15,97,98
96142,109554,7,25,16,23,97,97
96684,110096,7,26,16,13,97,98
96534,109946,9,16,16,3,97,98
96894,110306,10,18,16,2,97,98
95962,109374,11,9,16,11,97,98
96389,109801,11,12,16,14,97,98
96039,109451,13,16,16,5,97,98
96147,109559,13,25,16,5,97,98
96407,109819,13,27,16,7,97,98
96697,110109,14,8,16,8,97,98
96280,109692,17,15,16,6,97,98
96239,109651,18,27,16,15,97,98
96083,109495,19,14,16,14,97,98
96360,109772,19,26,16,9,97,98
96145,109557,20,27,16,7,97,98
96549,109961,20,12,16,4,97,98
96086,109498,21,25,16,9,97,98
96195,109607,21,4,16,6,97,98
96793,110205,21,13,16,19,97,97
96828,110240,21,1,16,13,97,98
96878,110290,21,28,16,10,97,98
95939,109351,22,10,16,24,97,97
96855,110267,22,20,16,14,97,98
96438,109850,25,1,16,2,97,98
96872,110284,25,17,16,18,97,97
95948,109360,27,22,16,14,97,98
95959,109371,27,19,16,5,97,98
96214,109626,27,19,16,6,97,98
96614,110026,27,30,16,5,97,98
96351,109763,28,27,16,14,97,98
95981,109393,29,28,16,11,97,98
96308,109720,29,2,16,21,97,97
96364,109776,30,20,16,20,97,97
95964,109376,2,8,17,6,97,98
96402,109814,2,15,17,22,97,97
96582,109994,2,21,17,14,97,98
96642,110054,2,29,17,4,97,98
96716,110128,2,8,17,10,97,98
96400,109812,3,24,17,13,97,98
96722,110134,3,4,17,20,97,97
96000,109412,4,1,17,20,97,97
96705,110117,4,3,17,15,97,98
95914,109326,7,22,17,4,97,98
96633,110045,7,16,17,10,97,98
96779,110191,8,26,17,9,97,98
96674,110086,12,10,17,23,97,97
96877,110289,12,3,17,13,97,98
95952,109364,13,28,17,20,97,97
96372,109784,13,30,17,24,97,97
95953,109365,14,29,17,12,97,98
96260,109672,15,17,17,11,97,98
96226,109638,16,2,17,22,97,97
96796,110208,16,29,17,24,97,97
96331,109743,19,2,17,11,97,98
96706,110118,19,26,17,10,97,98
96620,110032,20,6,17,12,97,98
96131,109543,22,23,17,21,97,97
96624,110036,22,27,17,9,97,98
95954,109366,23,20,17,23,97,97
96180,109592,24,7,17,14,97,98
96288,109700,24,3,17,5,97,98
96505,109917,24,1,17,11,97,98
96008,109420,26,28,17,16,97,98
96171,109583,26,24,17,13,97,98
96408,109820,26,25,17,14,97,98
96493,109905,26,29,17,2,97,98
96666,110078,26,13,17,13,97,98
96305,109717,27,1,17,7,97,98
96093,109505,29,10,17,18,97,97
96115,109527,29,17,17,20,97,97
96900,110312,29,15,17,21,97,97
96480,109892,30,29,17,13,97,98
96714,110126,30,18,17,20,97,97
96670,110082,2,26,18,1,97,98
95946,109358,3,16,18,24,97,97
95950,109362,3,14,18,22,97,97
96298,109710,3,22,18,20,97,97
96422,109834,3,6,18,7,97,98
96456,109868,3,29,18,16,97,98
96691,110103,3,24,18,22,97,97
96437,109849,4,28,18,1,97,98
96834,110246,4,28,18,14,97,98
95992,109404,5,11,18,9,97,98
96450,109862,5,11,18,16,97,98
95974,109386,6,18,18,22,97,97
96761,110173,7,23,18,19,97,97
96883,110295,7,5,18,17,97,98
95912,109324,8,2,18,13,97,98
96191,109603,10,1,18,4,97,98
96492,109904,10,29,18,16,97,98
96282,109694,11,6,18,2,97,98
96845,110257,13,19,18,9,97,98
96873,110285,13,23,18,23,97,97
95911,109323,14,9,18,12,97,98
96126,109538,16,2,18,16,97,98
96524,109936,16,13,18,21,97,97
96802,110214,16,18,18,21,97,97
96013,109425,18,7,18,19,97,97
95967,109379,19,22,18,15,97,98
96537,109949,19,21,18,9,97,98
96192,109604,20,22,18,15,97,98
96292,109704,20,10,18,14,97,98
96552,109964,20,7,18,4,97,98
96040,109452,21,27,18,24,97,97
96045,109457,21,29,18,3,97,98
96569,109981,22,2,18,15,97,98
96742,110154,22,26,18,21,97,97
96775,110187,22,4,18,22,97,97
95949,109361,25,5,18,4,97,98
96502,109914,26,14,18,22,97,97
95994,109406,27,26,18,19,97,97
96394,109806,27,21,18,14,97,98
96730,110142,27,1,18,16,97,98
96258,109670,28,12,18,6,97,98
96336,109748,28,8,18,22,97,97
96090,109502,29,10,18,20,97,97
96835,110247,29,14,18,7,97,98
96152,109564,30,1,18,9,97,98
96160,109572,30,3,18,17,97,98
96342,109754,2,27,19,3,97,98
95998,109410,3,26,19,21,97,97
96426,109838,3,6,19,7,97,98
96568,109980,5,4,19,20,97,97
96207,109619,6,9,19,13,97,98
96261,109673,7,26,19,13,97,98
96071,109483,8,24,19,23,97,97
96709,110121,8,1,19,2,97,98
96085,109497,9,10,19,20,97,97
96597,110009,10,17,19,7,97,98
96604,110016,10,7,19,1,97,98
96024,109436,13,11,19,6,97,98
96034,109446,13,11,19,12,97,98
96322,109734,14,26,19,11,97,98
96504,109916,14,30,19,3,97,98
96824,110236,14,3,19,24,97,97
96179,109591,16,25,19,10,97,98
96510,109922,16,15,19,15,97,98
96760,110172,16,22,19,22,97,97
96672,110084,17,11,19,3,97,98
96823,110235,17,1,19,22,97,97
96848,110260,17,29,19,20,97,97
96567,109979,19,18,19,9,97,98
96763,110175,19,21,19,17,97,98
96051,109463,20,23,19,20,97,97
96876,110288,20,16,19,12,97,98
96639,110051,21,8,19,1,97,98
95951,109363,22,15,19,5,97,98
95983,109395,22,21,19,6,97,98
96196,109608,22,26,19,3,97,98
96211,109623,22,28,19,15,97,98
96240,109652,23,11,19,1,97,98
96243,109655,23,1,19,1,97,98
96615,110027,23,15,19,12,97,98
96148,109560,24,13,19,22,97,97
96369,109781,24,9,19,12,97,98
96133,109545,25,17,19,22,97,97
96194,109606,25,29,19,9,97,98
96397,109809,27,21,19,10,97,98
96188,109600,28,8,19,6,97,98
96113,109525,29,18,19,10,97,98
96015,109427,30,21,19,17,97,98
96387,109799,30,8,19,5,97,98
95929,109341,1,26,20,10,97,98
96128,109540,1,23,20,15,97,98
96613,110025,2,20,20,2,97,98
96590,110002,4,1,20,5,97,98
96306,109718,5,3,20,1,97,98
96690,110102,5,26,20,4,97,98
96318,109730,6,29,20,23,97,97
96592,110004,6,7,20,12,97,98
96774,110186,7,9,20,12,97,98
96572,109984,8,7,20,13,97,98
96858,110270,10,27,20,11,97,98
96395,109807,11,20,20,5,97,98
96578,109990,11,8,20,21,97,97
96640,110052,11,17,20,5,97,98
96109,109521,14,24,20,23,97,97
96487,109899,14,29,20,21,97,97
96159,109571,15,30,20,8,97,98
96807,110219,15,22,20,3,97,98
96731,110143,16,11,20,10,97,98
96822,110234,16,3,20,17,97,98
96801,110213,18,20,20,12,97,98
96887,110299,18,22,20,4,97,98
96009,109421,19,4,20,15,97,98
96678,110090,19,28,20,7,97,98
96707,110119,20,9,20,13,97,98
95919,109331,21,10,20,15,97,98
96771,110183,22,16,20,12,97,98
96156,109568,23,6,20,7,97,98
96236,109648,23,6,20,2,97,98
96445,109857,26,20,20,1,97,98
96474,109886,26,11,20,8,97,98
96579,109991,26,8,20,1,97,98
96053,109465,27,9,20,13,97,98
96153,109565,27,19,20,6,97,98
96654,110066,27,7,20,21,97,97
96720,110132,27,6,20,11,97,98
96798,110210,27,1,20,5,97,98
96119,109531,28,30,20,22,97,97
96752,110164,28,23,20,23,97,97
96762,110174,29,27,20,10,97,98
96840,110252,29,11,20,21,97,97
96063,109475,1,29,21,13,97,98
96370,109782,1,15,21,19,97,98
96897,110309,1,27,21,4,97,98
96539,109951,3,28,21,5,97,98
96838,110250,3,19,21,23,97,97
96657,110069,5,17,21,23,97,97
96898,110310,7,2,21,4,97,98
96139,109551,8,28,21,10,97,98
96573,109985,9,15,21,12,97,98
96765,110177,9,1,21,24,97,97
96891,110303,9,23,21,12,97,98
96248,109660,10,3,21,4,97,98
96703,110115,10,8,21,12,97,98
96011,109423,13,20,21,15,97,98
96301,109713,13,1,21,4,97,98
96610,110022,13,10,21,17,97,98
96879,110291,13,28,21,9,97,98
96012,109424,14,20,21,24,97,97
96257,109669,14,8,21,22,97,97
96452,109864,14,8,21,9,97,98
96629,110041,14,16,21,8,97,98
96829,110241,14,26,21,14,97,98
95955,109367,16,12,21,11,97,98
95995,109407,16,15,21,14,97,98
96328,109740,17,1,21,15,97,98
96332,109744,17,15,21,6,97,98
96745,110157,18,30,21,10,97,98
96095,109507,19,4,21,24,97,97
96881,110293,20,25,21,4,97,98
95990,109402,23,25,21,1,97,98
96210,109622,23,29,21,19,97,98
96323,109735,23,3,21,2,97,98
96068,109480,24,15,21,10,97,98
96500,109912,24,23,21,11,97,98
96232,109644,25,5,21,4,97,98
96355,109767,28,24,21,24,97,97
96496,109908,29,3,21,13,97,98
96864,110276,1,10,22,12,97,98
95957,109369,2,20,22,3,97,98
96819,110231,6,8,22,13,97,98
96576,109988,9,23,22,1,97,98
96764,110176,9,14,22,8,97,98
96710,110122,10,5,22,2,97,98
96818,110230,11,13,22,20,97,98
96247,109659,12,24,22,10,97,98
96695,110107,12,4,22,20,97,98
96125,109537,13,24,22,3,97,98
96498,109910,13,6,22,5,97,98
96757,110169,13,25,22,14,97,98
96415,109827,14,26,22,10,97,98
96603,110015,15,23,22,21,97,98
96036,109448,17,26,22,11,97,98
96350,109762,17,12,22,8,97,98
96602,110014,17,5,22,15,97,98
96123,109535,19,25,22,24,97,97
96560,109972,19,11,22,13,97,98
96667,110079,20,17,22,14,97,98
96884,110296,20,19,22,8,97,98
96294,109706,21,13,22,3,97,98
96091,109503,23,20,22,16,97,98
96250,109662,23,20,22,7,97,98
96850,110262,23,22,22,12,97,98
96314,109726,24,20,22,13,97,98
96018,109430,25,30,22,10,97,98
96463,109875,25,1,22,3,97,98
96586,109998,25,23,22,10,97,98
96593,110005,26,4,22,8,97,98
96316,109728,29,21,22,4,97,98
96168,109580,1,5,23,8,97,98
96550,109962,2,12,23,17,97,98
95928,109340,3,18,23,8,97,98
96669,110081,3,20,23,13,97,98
96064,109476,4,2,23,4,97,98
96162,109574,5,2,23,1,97,98
96625,110037,5,23,23,10,97,98
96359,109771,7,11,23,14,97,98
96725,110137,7,28,23,19,97,98
96766,110178,7,4,23,14,97,98
96843,110255,8,23,23,1,97,98
96187,109599,11,18,23,11,97,98
96546,109958,12,9,23,7,97,98
96562,109974,12,30,23,8,97,98
95905,109317,13,27,23,9,97,98
96106,109518,13,11,23,11,97,98
96794,110206,13,9,23,5,97,98
96482,109894,14,17,23,12,97,98
95906,109318,15,11,23,21,97,98
96151,109563,16,1,23,3,97,98
96717,110129,16,27,23,9,97,98
96643,110055,18,6,23,4,97,98
96795,110207,18,23,23,14,97,98
96304,109716,19,27,23,3,97,98
96740,110152,19,21,23,14,97,98
96222,109634,20,4,23,4,97,98
96777,110189,20,22,23,19,97,98
95972,109384,21,20,23,6,97,98
95922,109334,22,4,23,6,97,98
96270,109682,22,23,23,8,97,98
96052,109464,23,1,23,21,97,98
96380,109792,23,29,23,12,97,98
96271,109683,24,8,23,1,97,98
96289,109701,25,29,23,10,97,98
96817,110229,25,2,23,21,97,98
96543,109955,26,3,23,1,97,98
95963,109375,27,19,23,11,97,98
96042,109454,27,5,23,18,97,98
96183,109595,28,27,23,18,97,98
96223,109635,28,10,23,2,97,98
96782,110194,30,12,23,10,97,98
96554,109966,2,28,24,13,97,98
95965,109377,3,5,24,18,97,98
96815,110227,3,18,24,10,97,98
96787,110199,4,11,24,8,97,98
95976,109388,7,13,24,15,97,98
96803,110215,7,25,24,21,97,98
96001,109413,8,2,24,2,97,98
96425,109837,9,24,24,4,97,98
96049,109461,10,24,24,10,97,98
96263,109675,10,28,24,8,97,98
96526,109938,10,6,24,2,97,98
96404,109816,12,1,24,6,97,98
96837,110249,12,27,24,23,97,98
96132,109544,13,14,24,12,97,98
96065,109477,14,26,24,4,97,98
96102,109514,14,16,24,3,97,98
96515,109927,14,30,24,16,97,98
96644,110056,14,21,24,22,97,98
96467,109879,15,17,24,12,97,98
96016,109428,16,29,24,9,97,98
96882,110294,17,21,24,12,97,98
96060,109472,19,15,24,1,97,98
96645,110057,19,14,24,15,97,98
96367,109779,20,7,24,6,97,98
96368,109780,20,24,24,3,97,98
95920,109332,22,21,24,17,97,98
96149,109561,22,18,24,13,97,98
96853,110265,25,5,24,10,97,98
96772,110184,26,17,24,3,97,98
96406,109818,28,17,24,3,97,98
96471,109883,28,24,24,4,97,98
96048,109460,29,5,24,13,97,98
96736,110148,29,12,24,13,97,98
96285,109697,30,13,24,22,97,98
96677,110089,30,28,24,8,97,98
96821,110233,30,29,24,13,97,98
97199,110611,1,4,1,9,98,98
97385,110797,1,6,1,11,98,98
97562,110974,2,7,1,6,98,98
97206,110618,4,30,1,16,98,98
97532,110944,4,17,1,2,98,98
97289,110701,7,2,1,19,98,98
97232,110644,8,19,1,9,98,98
97451,110863,9,30,1,21,98,98
97616,111028,9,10,1,24,98,98
97637,111049,9,2,1,16,98,98
97456,110868,10,14,1,8,98,98
97475,110887,10,13,1,15,98,98
97833,111245,11,20,1,20,98,98
96987,110399,13,28,1,16,98,98
97310,110722,14,21,1,3,98,98
97839,111251,14,29,1,17,98,98
97901,111313,14,29,1,24,98,98
97055,110467,15,2,1,10,98,98
97639,111051,15,13,1,3,98,98
97686,111098,15,21,1,16,98,98
97744,111156,15,19,1,3,98,98
97757,111169,15,22,1,24,98,98
97193,110605,16,14,1,18,98,98
97441,110853,18,17,1,8,98,98
97741,111153,19,23,1,10,98,98
97719,111131,22,5,1,14,98,98
97799,111211,22,13,1,8,98,98
97474,110886,25,18,1,7,98,98
97883,111295,25,12,1,20,98,98
97281,110693,26,22,1,2,98,98
97544,110956,26,13,1,3,98,98
97696,111108,27,18,1,9,98,98
97192,110604,29,3,1,24,98,98
97473,110885,29,22,1,11,98,98
97102,110514,30,16,1,20,98,98
97884,111296,30,19,1,22,98,98
96908,110320,4,17,2,5,98,98
97027,110439,4,10,2,19,98,98
97576,110988,4,29,2,13,98,98
96903,110315,5,23,2,11,98,98
97601,111013,5,29,2,23,98,98
97856,111268,6,12,2,10,98,98
97681,111093,7,25,2,18,98,98
97329,110741,9,2,2,3,98,98
96934,110346,11,21,2,14,98,98
97071,110483,11,16,2,6,98,98
97491,110903,11,27,2,6,98,98
97609,111021,11,4,2,22,98,98
97646,111058,11,5,2,5,98,98
97216,110628,13,23,2,3,98,98
97428,110840,13,6,2,5,98,98
97778,111190,13,22,2,15,98,98
97572,110984,14,18,2,5,98,98
97058,110470,15,14,2,15,98,98
97290,110702,15,23,2,24,98,98
96944,110356,16,14,2,7,98,98
96941,110353,18,4,2,5,98,98
97592,111004,19,9,2,14,98,98
96909,110321,21,27,2,19,98,98
96985,110397,22,6,2,3,98,98
97300,110712,22,21,2,11,98,98
97016,110428,23,2,2,5,98,98
97015,110427,24,30,2,13,98,98
97314,110726,24,16,2,7,98,98
97762,111174,24,3,2,15,98,98
97401,110813,25,14,2,23,98,98
97667,111079,25,12,2,11,98,98
97076,110488,26,24,2,18,98,98
97583,110995,26,22,2,10,98,98
97620,111032,26,4,2,16,98,98
97581,110993,27,26,2,4,98,98
97697,111109,27,19,2,11,98,98
97111,110523,28,5,2,18,98,98
97113,110525,29,9,2,5,98,98
97176,110588,29,6,2,7,98,98
97396,110808,29,12,2,4,98,98
97498,110910,29,13,2,8,98,98
97784,111196,29,14,2,3,98,98
97653,111065,2,11,3,24,98,98
97328,110740,3,29,3,5,98,98
97354,110766,3,14,3,18,98,98
96950,110362,4,9,3,21,98,98
97549,110961,4,22,3,16,98,98
97765,111177,5,21,3,2,98,99
97081,110493,6,8,3,10,98,98
97167,110579,7,27,3,18,98,98
97264,110676,7,15,3,21,98,98
97440,110852,7,23,3,24,98,98
97790,111202,7,8,3,14,98,98
97089,110501,10,28,3,17,98,98
97689,111101,10,23,3,8,98,98
97772,111184,11,5,3,21,98,98
97404,110816,12,13,3,2,98,99
97524,110936,12,13,3,5,98,98
97791,111203,12,14,3,13,98,98
97320,110732,13,2,3,17,98,98
97627,111039,13,12,3,18,98,98
96931,110343,14,12,3,10,98,98
97298,110710,14,28,3,12,98,98
97435,110847,14,10,3,6,98,98
97541,110953,15,20,3,15,98,98
97649,111061,16,28,3,22,98,98
97254,110666,17,3,3,17,98,98
97025,110437,18,14,3,19,98,98
97166,110578,18,15,3,2,98,99
97397,110809,19,30,3,17,98,98
97670,111082,19,30,3,4,98,98
97604,111016,21,4,3,12,98,98
97203,110615,22,24,3,2,98,99
97229,110641,22,1,3,18,98,98
97841,111253,23,28,3,2,98,99
96913,110325,24,22,3,17,98,98
97453,110865,24,8,3,10,98,98
97011,110423,25,4,3,5,98,98
97241,110653,25,1,3,9,98,98
96918,110330,27,9,3,23,98,98
96928,110340,27,21,3,6,98,98
97450,110862,27,12,3,5,98,98
97411,110823,28,18,3,24,98,98
96955,110367,30,14,3,9,98,98
97761,111173,30,21,3,20,98,98
97780,111192,30,22,3,7,98,98
97680,111092,1,17,4,1,98,99
97110,110522,2,8,4,19,98,98
97210,110622,2,9,4,8,98,98
96916,110328,3,26,4,19,98,98
96969,110381,4,16,4,13,98,98
97739,111151,4,1,4,1,98,99
97419,110831,5,4,4,14,98,98
97412,110824,7,14,4,21,98,98
96905,110317,8,12,4,19,98,98
